ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Corpus_Reference,Sense_IDs,alt_translation1
XV000596,Daakaka,em me Buwu mwe pwer kyun.,em	m	-e	Buwu	mwe	pwer	kyun.,house	$cl1	-$al	$name	$real	stay	just,Buwu's house was still there.,,,,,SN001294,
XV000597,Daakaka,saka temeli tuswa ne vyan ar an,saka	temeli	tuswa	ne	vyan	ar	an,$mod.neg	kid	one	$neg.pot	go	place	$def,no child can go there,,,,,SN001690,
XV000598,Daakaka,yam gene mwi atyo mo nok te yam me luwane,ya	-m	gene	mw-	i	atyo	mo	nok	te	ya	-m	me	luwa	-ne,$3pl	-$real	make	$real-	$cop	rope	$real	finish	$disc	$3pl	-$real	come	fasten	-$trans,"When they had made it into a rope, they fastened it",,,,,SN000058,
XV000599,Daakaka,"tuswa to wet syokilyene. Sóróusian mwermwer mo nok ma gete kyun, sipa.","tuswa	to	wet	syokilyene.	Sóróusi	-an	dup4-	mwer	mo	nok	ma	ge	-te	kyun,	sipa.",one	$neg.real	only.then	find	talk	-$nm	$redup-	short	$real	finish	$real	be.like	-$dem.med	just	thank.you,"No one has found it. The story is short like this, thank you.",,,,,SN002059,
XV000600,Daakaka,vyan te webung swa yem tilya saya pisya nyoo te yem vyan visyaa bwili wye,vyan	te	webung	swa	ye	-m	tilya	s-	aya	pisya	nyoo	te	ye	-m	vyan	visyaa	bwili	wye,go	$disc	day	one	$3d	-$real	take	$cl3-	$3d.poss	paint	$3pl	$disc	$3d	-$real	go	side	hole	water,So one day they took their colours and they went to a pond.,,,,,SN001739,
XV000601,Daakaka,ko pisya nye wi mo we nok te nye na wet pisya ngok wi to,ko	pisya	nye	w-	i	mo	we	nok	te	nye	na	wet	pisya	ngok	w-	i	to,$2sg	paint	$1sg	$pot-	$cop	first	$pot	finish	$disc	$1sg	$1sg	only.then	paint	$2sg	$pot-	$cop	later,paint me first and then I will paint you afterwards,,,,,SN002059,
XV000602,Daakaka,"yem du sanga ne nya, ye to vu ne nya","ye	-m	du	sanga	ne	nya,	ye	to	vu	ne	nya",$3pc	-$real	stay	bad	$trans	$3d	$3pc	$neg.real	be.good	$trans	$3d,"they were bad to each other, they were not good to each other.",,,,,SN000367,
XV000603,Daakaka,mwi mesyu swa sa mwe kukuo save myasyu seaa yen bwili tes,mw-	i	mesyu	swa	sa	mwe	dup2-	kuo	save	mesyu	seaa	yen	bwili	tes,$real-	$cop	fish	one	$top	$real	$redup-	run	surpass	fish	every	in	hole.of	sea,it is a fish that is faster than all the other fish in the sea,,,,,SN000927,
XV000604,Daakaka,te yem vyan yen too se tomo wuk,te	ye	-m	vyan	yen	too	s-	e	tomo	wuk,$disc	$3d	-$real	go	in	garden	$cl3-	$al.e	rat	already,They first went to the field of the rat.,,,,,SN001774 ; SN002090,
XV000605,Daakaka,tomo mwe ka nge wuk ka we vyan nii,tomo	mwe	ka	nge	wuk	ka	we	vyan	nii,rat	$real	say	$3sg	already	$mod	$pot	go	hide,The rat said it wanted to hide first.,,,,,SN002090,
XV000606,Daakaka,mwe liye etatakéé me takééne yan beleem,mwe	liye	etatakéé	me	takééne	yan	beleem,$real	take	lock	come	hang	at	door,he took the lock and hung it on the dóór,,,,,SN000108,
XV000607,Daakaka,yem pwer a du bunguo a du liye eng,ye	-m	pwer	a	du	bunguo	a	du	liye	eng,$3d	-$real	stay	and	stay	snort	and	stay	take	wind,they were snoring and snorting,,,,,SN000205,
XV000608,Daakaka,"lebekuu ente wye mwe pwer yen, te yam vyan te du minmin","lebekuu	ente	wye	mwe	pwer	yen,	te	ya	-m	vyan	te	du	dup3-	min",palmtree	this	water	$real	stay	in	$disc	$3pl	-$real	go	$disc	stay	$redup-	drink,"This palmtree, water was inside and they went and they drank.",,,,,SN000367,
XV000609,Daakaka,mwe ane te to kyerveni mwe en kopkop ane kyun,mwe	ane	te	to	kyer	-veni	mwe	en	dup3-	kop	ane	kyun,$real	eat	$disc	$neg.real	bite	-$res.dead	$real	eat	$redup-	be.full	$trans	just,"he ate him but he did not bite him dead, he just swallowed him entirely.",,,,,SN000420,
XV000610,Daakaka,mo nok te nya ka yep tiye barar swa,mo	nok	te	nya	ka	ye	-p	tiye	barar	swa,$real	finish	$disc	$3d	$mod	$3d	-$pot	kill	pig	one,"Then the two [parents] will kill a pig,",,,,,SN001761,
XV000611,Daakaka,"as mwi mesyu swa mu vu, yam sensene ne string, yam ane, yam sene yen net","as	mw-	i	mesyu	swa	mu	vu,	ya	-m	dup3-	sene	ne	string,	ya	-m	ane,	ya	-m	sene	yen	net",garfish	$real-	$cop	fish	one	$real	good	$3pl	-$real	$redup-	hook	$trans	line	$3pl	-$real	eat	$3pl	-$real	hook	in	child,"The garfish is a good fish, they catch it with a fishing line, they eat it, they catch in with the net.",,,,,SN000054,
XV000612,Daakaka,"nyoo ente yam ane nyoo, yam du yen vyor","nyoo	en	-te	ya	-m	ane	nyoo,	ya	-m	du	yen	vyor",$3pl	$dem	-$dem.md	$3pl	-$real	eat	$3pl	$3pl	-$real	stay	in	stone,"Those, they eat them, they live in the stones.",,,,,SN000367,
XV000613,Daakaka,ap lasup an mwe kyes,ap	lasup	an	mwe	kyes,shore.crab	soup	$def	$real	sweet,the broth of the shore crab is sweet.,,,,,SN000043,
XV000614,Daakaka,Unites mu du pyan vyor,Unites	mu	du	pyan	vyor,rock.lobster	$real	stay	under	stone,The rock lobsters live under the stones,,,,,SN001313,
XV000615,Daakaka,"bowop ente kaen mu puo. Entak, sinisye mwe dyanga","bowop	en	-te	kaen	mu	puo.	En	-tak,	sini	-sye	mwe	dyanga",box.fish	$dem	-$dem.md	kind	$real	be.plentiful	$dem	-$dem.prox	thorn	-$3sg.poss	$real	lack,There are very many kinds of box fish. This one doesn't have spikes.,,,,,SN000175,
XV000616,Daakaka,"bisya, bisya oltaem mwi lóló","bisya,	bisya	oltaem	mw-	i	dup2-	ló",rabbitfish	rabbitfish	always	$real-	$cop	$redup-	two,The rabbitfish are always in pairs,,,,,SN000135,
XV000617,Daakaka,Yaapu swa ma tilya an kuli nyoo yem vyan du ko barar ma getak,Yaapu	swa	ma	tilya	an	kuli	nyoo	ye	-m	vyan	du	ko	barar	ma	ge	-tak,big.man	one	$real	take	$3sg.poss	dog	$3pl	$3pc	-$real	go	stay	race	pig	$real	be.like	-$dem.prox,A man took his dogs and they went to hunt a pig,,,,,SN001739,
XV000618,Daakaka,te san tuutu mwe liye baséé ente te yem kueli teenem,te	s-	an	tuutu	mwe	liye	baséé	ente	te	ye	-m	kueli	teenem,$disc	$cl3-	$3sg.poss	grandparent	$real	take	bird	this	$disc	$3d	-$real	return	home,Then his grandfather took this bird and they went back home,,,,,SN001682,
XV000619,Daakaka,saa nidil mwe pwer yan bwityoo nyoo,saa	nidil	mwe	pwer	yan	bwity	-oo	nyoo,$3pl.poss	thorn	$real	stay	on	ass	-$3pl.poss	$3pl,They have thorns on their butts. [about ants],,,,,SN000281,
XV000620,Daakaka,es sa ma ate ngok ne bungun,es	sa	ma	ate	ngok	ne	bung	-un,black.ant	$top	$real	bite	$2sg	$trans	mouth	-3s.poss,the black ant bites you with its mouth,,,,,SN000056,
XV000621,Daakaka,te nyoo yam duru yan lee na ma medar,te	nyoo	ya	-m	du-ru	yan	lee	na	ma	medar,$disc	$3pl	$3pl	-$real	$redup-stay	on	tree	$comp	$real	rot,"so they live on rotten trees,",,,,,SN000740 ; SN000886,
XV000622,Daakaka,diwi mwe pwer vyan kyun me te i bankyen kyun te ka,diwi	mwe	pwer	vyan	kyun	me	te	i	bankyen	kyun	te	ka,mosquito.larva	$real	stay	go	after	come	$disc	$cop	mosquito	after	$disc	fly,After a while the larvae become mosquitos and fly,,,,,SN000078,
XV000623,Daakaka,mwe toowe kyu te yung pwer ma gete kyun te saakuokuo te me i bwii,mwe	toowe	kyu	te	yung	pwer	ma	ge	-te	kyun	te	saakuokuo	te	me	i	bwii,$real	cover	surround	$disc	quiet	stay	$real	be.like	-$dem.md	just	$disc	change	$disc	come	$cop	butterfly,it covers itself up and it stays quiet like this and then it changes and becomes a butterfly.,,,,,SN000260,
XV000624,Daakaka,"te dap kuoli vyan teenem, da vyan te da me i bivian","te	da	-p	kuoli	vyan	teenem,	da	vyan	te	da	me	i	bivian",$disc	$1d.in	-$pot	return	go	home	$1d.in	go	$disc	$1d.in	come	$cop	friend,Then we go home and we are going to be friends.,,,,,SN000138,
XV000625,Daakaka,yem du sukuo vyan te yem dimyane ka yep tiltilya nya,ye	-m	du	sukuo	vyan	te	ye	-m	dimyane	ka	ye	-p	dup3-	tilya	nya,$3d	-$real	stay	be.together	go	$disc	$3d	-$real	want	$mod	$3d	-$pot	$redup-	take	$3d,they were together and they wanted to be a couple,,,,,SN000333,
XV000626,Daakaka,ka we pwer a ko mwe kiikuwu luu lee ente,ka	we	pwer	a	ko	mwe	kii	-kuwu	luu	lee	ente,$mod	$pot	stay	and	$2sg	$real	dig	-$res.out	root	tree	this,leave it there and dig out the roots of this tree,,,,,SN000740 ; SN000823,
XV000627,Daakaka,Nam dimyane ka nap sengane punan tuswa mon.,Na	-m	dimyane	ka	na	-p	senga	-ne	pun	-an	tuswa	mon.,$1sg	-$real	want	$mod	$1sg	-$pot	give	-$trans	tell	-$nm	one	also,I want to tell another story.,,,,,SN000333,
XV000628,Daakaka,te mwe pwer ma bungus pyak,te	mwe	pwer	ma	bungus	pyak,$disc	$real	stay	$real	smell	$res.look.for,And he sniffed the air exploringly.,,,,,SN000206,
XV000629,Daakaka,yam kolir ane bwye an,ya	-m	kolir	ane	bwye	an,$3pl	-$real	sing	$trans	song	$def,They sing a song,,,,,SN000284,
XV000630,Daakaka,bili na lee mu kuu te vyanten nyoo yam vyan tas kikyu,bili	na	lee	mu	kuu	te	vyanten	nyoo	ya	-m	vyan	tas	kikyu,time	$comp	tree	$real	move	$disc	man	$3pl	$3pl	-$real	go	sit	surround,"When the stick moves, the man sit around it",,,,,SN000740,
XV000631,Daakaka,vyanten nya na yem gomu lee ente yam tinyo te yam tu tan te gene te lee mwe sap,vyanten	nya	na	ye	-m	gomu	lee	ente	ya	-m	tinyo	te	ya	-m	tu	tan	te	gene	te	lee	mwe	sap,person	$3d	$comp	$3d	-$real	grab	tree	this	$3pl	-$real	stand	$disc	$3pl	-$real	hit	ground	$disc	make	$disc	tree	$real	dance,"the two men who hold this tree, they are pounding the earth so that the tree dances.",,,,,SN001629,
XV000632,Daakaka,"yam ka mwi bengaó ne lee na mwe sap, na mwe baa myane vyanten","ya	-m	ka	mw-	i	bengaó	ne	lee	na	mwe	sap,	na	mwe	baa	myane	vyanten",$3pl	-$real	say	$real-	$cop	trick	$trans	tree	$comp	$real	dance	$comp	$real	fight	with	man,"They say this is the magic ritual of the dancing tree, the tree which fights with man.",,,,,SN000112,
XV000633,Daakaka,bowa ente yam ka san is mwi vyar,bowa	en	-te	ya	-m	ka	san	is	mw-	i	vyar,worm	$dem	-$dem.md	$3pl	-$real	say	$3sg.poss	name	$real-	$cop	wood.borer,These maggots are called woodborers,,,,,SN000174,
XV000634,Daakaka,"yam gene byar ane ó, yam te towane nyoo yan","ya	-m	gene	byar	ane	ó,	ya	-m	te	towane	nyoo	yan",$3pl	-$real	make	platform	$trans	coconut	$3pl	-$real	cut	throw	$3pl	on,"They make a copra oven from it, and cut and throw them on it.",,,,,SN000291,
XV000635,Daakaka,"yam gomu lisepsep, pisi, pisi mwe ge myane barar","ya	-m	gomu	lisepsep,	pisi,	pisi	mwe	ge	myane	barar",$3pl	-$real	grab	lisepsep	tie	tie	$real	like	with	pig,they grabbed the lisepsep and tied him up like a pig,,,,,SN000489 ; SN001028,
XV000636,Daakaka,vyan te ko wesi tes mursi kuon te kinye me te wet lingliline ngok,vyan	te	ko	w-	esi	tes	mursi	kuon	te	kinye	me	te	wet	ling	-lili	-ne	ngok,go	$disc	$2sg	$pot-	see	sea	a.bit	after	$disc	$1pl.ex	come	$disc	only.then	put	-$res.back	-$trans	$2sg,then you will see the sea a bit and then we will bring you back,,,,,SN001094,
XV000637,Daakaka,te yam takote bwenges ente,te	ya	-m	takote	bwenges	en	-te,$disc	$3pl	-$real	cut.loose	branch	$dem	-$dem.md,they cut this branch,,,,,SN000245,
XV000638,Daakaka,yam tu mwi ló ma sukuo te yam tataraa yan belor nyoo,ya	-m	tu	mw-	i	ló	ma	sukuo	te	ya	-m	tataraa	yan	belor	nyoo,$3pl	-$real	hit	$real-	$cop	two	$real	be.together	$disc	$3pl	-$real	slide	on	slope	$3pl,They nail two together and then they slide down a hill.,,,,,SN000111,
XV000639,Daakaka,mwe kyaate ó an mwe vyan yen byaek mwi mani,mwe	kyaate	ó	an	mwe	vyan	yen	byaek	mw-	i	mani,$real	scoop.out	coconut	$def	$real	go	in	bag	$real-	$cop	money,They scoop out copra and put it into the bag to make money.,,,,,SN000288,
XV000640,Daakaka,"kom ongane ka ti wee swa ti minyes a wee, we tuwu kyun","ko	-m	ongane	ka	t-	i	wee	swa	ti	minyes	a	wee,	we	tuwu	kyun",$2sg	-$real	hear	$mod	$past-	$cop	fruit	one	$past	different	and	fruit	fruit	bush.nut	just,"it tastes like a different fruit, but it's just the tuwu fruit.",,,,,SN001162,
XV000641,Daakaka,yam kii kii mwe gete vyan te mwe ongane ka wa lingi san kekei,ya	-m	kii	kii	mwe	ge	-te	vyan	te	mwe	ongane	ka	wa	lingi	san	kekei,$3pl	-$real	dig	dig	$real	like	-$dem.md	go	$disc	$real	hear	$mod	$pot	put	$3sg.poss	baby,"they were digging on and on, then she felt that she would give birth to her baby",,,,,SN001162,
XV000642,Daakaka,temweli mwe yas mwe wese ka we te vislee te mwe te mu vu,temeli	mwe	yas	mwe	wese	ka	we	te	vislee	te	mwe	te	mu	vu,kid	$real	strong	$real	enough	$mod	$pot	cut	bow.and.arrow	$disc	$real	$disc	$real	good,the boy was strong enough to make a bow and arrows and he cut them well,,,,,SN002024,
XV000643,Daakaka,"te yasen mwe ka, u, a ngok ko bwe ka sewe","te	yas	-en	mwe	ka,	u,	a	ngok	ko	bwe	ka	sewe",$disc	mother	-$3sg.poss	$real	say	$intj	and	$2sg	$2sg	$cont	say	what,"then her mother said, uh, what are you talking about?",,,,,SN001094,
XV000644,Daakaka,bili na ó mwe vyan yan byar mo nok te me pyane,bili	na	ó	mwe	vyan	yan	byar	mo	nok	te	me	pyane,time	$comp	coconut	$real	go	on	platform	$real	finish	$disc	come	roast,"When the coconuts are on the oven, he roasts them",,,,,SN002134,
XV000645,Daakaka,sye kekevene ne vilye yen too,sye	dup2-	kevene	ne	vilye	yen	too,something	$redup-	every	$trans	place	in	garden,all the things of the garden,,,,,SN001949,
XV000646,Daakaka,te vyanten mwe vyan tilya mees me teenem tevyan ka wet naknak ane pyan bwinyap,te	vyanten	mwe	vyan	tilya	mees	me	teenem	tevy	-an	ka	wet	naknak	ane	pyan	bwinyap,$disc	man	$real	go	take	food	come	home	side.of	-$3sg.poss	$mod	only.then	ready	$trans	under	kitchen,the man goes to take the food home to prepare it in the kitchen hut.,,,,,SN000277,
XV000647,Daakaka,"Yan wuoswa, yam kuowilye ka yap bivili yan apyang tevyan ka we gaó wa maga.","Yan	wuoswa,	ya	-m	kuowilye	ka	ya	-p	bivili	yan	apyang	tevy	-an	ka	we	gaó	wa	maga.",on	some	$3pl	-$real	know	$mod	$3pl	-$pot	smoke	on	fire	side.of	-$3sg.poss	$mod	$pot	dry	$pot	be.fast,"Sometimes, they may place it over a fire to make it dry fast.",,,,,SN000140,
XV000648,Daakaka,mwe me i ding na vyanten mo kuowilye ka we tas yan mwede we pwer yan.,mwe	me	me	i	ding	na	vyanten	mo	kuowilye	ka	we	tas	yan	mwede	we	pwer	yan.,$real	come	come	$cop	mat	$comp	man	$real	know	$mod	$pot	sit	on	or	$pot	stay	on,it becomes a mat which people can sit down on or sleep on.,,,,,SN002134,
XV000649,Daakaka,bwe bun yan lee milye,bwe	bun	yan	lee	milye,$cont	coo	on	tree	on.top,it was cooing on the tree.,,,,,SN002134,
XV000650,Daakaka,"Mesyu an na lóan, sa nge","Mesyu	an	na	ló	-an,	sa	nge",fish	$def	$comp	two	-$nm	$top	here,The second fish is here.,,,,,SN001342,
XV000651,Daakaka,vyan ma tuuli ne san apyaló ten te moseaa,vyan	ma	tuuli	ne	san	apyaló	ten	te	moseaa,go	$real	try	$trans	$3sg.poss	ship	native	$disc	finish,He kept working on his canoe and then finished it.,,,,,SN000046,
XV000652,Daakaka,"apyang ente to me yen botingis nyoo, bwe me yen bwilin pan barar","apyang	en	-te	to	me	yen	botingis	nyoo,	bwe	me	yen	bwilin	p	-an	barar",fire	$dem	-$dem.md	$neg.real	come	in	firebrand	$3pl	$cont	come	in	buccal.cave	mouth	-$3sg.poss	pig,"This fire didn't come from a torch, it came from the mouth of a pig.",,,,,SN000171,
XV000653,Daakaka,mo nok te ma dimyane ka we kuowilye na si sa bwe téétéépuon apyang ente,mo	nok	te	ma	dimyane	ka	we	kuowilye	na	si	sa	bwe	dup3-	téépuon	apyang	en	-te,$real	finish	$disc	$real	want	$mod	$pot	know	$comp	who	$top	$cont	$redup-	guard	fire	$dem	-$dem.md,he wanted to know who was guarding this fire.,,,,,SN001342,
XV000654,Daakaka,nye sa nam luwuo barar ente,nye	sa	na	-m	luwuo	barar	en	-te,$1sg	$top	$1sg	-$real	feed	pig	$dem	-$dem.md,`I am feeding this pig here.',,,,,SN000084 ; SN001342,
XV000655,Daakaka,te sopsop te yeskuon bwe kuon yen bwilin pan barar,te	sopsop	te	yeskuon	bwe	kuon	yen	bwilin	p	-an	barar,$dist	breath.heavily	$disc	smoke	$cont	smoke	in	buccal.cave	mouth	-$3sg.poss	pig,"When it was breathing heavily, smoke was rising from the pig's mouth",,,,,SN000084,
XV000656,Daakaka,"vyan, mwe kueli vyan webung swa tetes","vyan,	mwe	kueli	vyan	webung	swa	tetes",go	$real	return	go	day	one	again,"he came back, on another day",,,,,SN002031,
XV000657,Daakaka,a nge mwe me pwer teenem yen pukuo,a	nge	mwe	me	pwer	teenem	yen	pukuo,and	$3sg	$real	come	stay	home	in	hot.springs,And he stayed at the village at the hot springs.,,,,,SN000875,
XV000658,Daakaka,Yen dom na mo nok ten me yen dom na mo nok,Yen	dom	na	mo	nok	ten	me	yen	dom	na	mo	nok,in	year	$comp	$real	finish	very	come	in	year	$comp	$real	finish,In the year before last year and last year,,,,,SN001113,
XV000659,Daakaka,"mwe yan bweti tes aryuk, mwe kuowilye webung na yam du gene bapan te bwe me me yen","mwe	yan	bweti	tes	ar	-yuk,	mwe	kuowilye	webung	na	ya	-m	du	gene	bap	-an	te	bwe	me	me	yen",$real	at	stem	sea	place	-dem.long.dist	$real	know	day	$comp	$3pl	-$real	stay	make	dance	-$nm	$disc	$cont	come	come	in,"He was at the bay there, he knew the day on which they made a dance he came there.",,,,,SN002031,
XV000660,Daakaka,webung swa wuk mwe me vyan sutuoane bapan,webung	swa	wuk	mwe	me	vyan	sutuoane	bap	-an,day	one	already	$real	come	go	join	dance	-$nm,Another day he went again to join a dance.,,,,,SN000875 ; SN002031,
XV000661,Daakaka,"mwe ka, e, na bwe téépyakilye sukuk swa","mwe	ka,	e,	na	bwe	téé	-pyakilye	suk	-uk	swa",$real	say	hey	$1sg	$cont	look	-$res.search	stuff	-$1sg.poss	one,"he said, well, I am looking for something that belongs to me",,,,,SN001515,
XV000662,Daakaka,bili na temeli vyaven nya ente ka yet kuoli me teenem te,bili	na	temeli	vyaven	nya	ente	ka	ye	-t	kuoli	me	teenem	te,time	$comp	kid	woman	$3d	this	$mod	$3d	-$dist	return	come	home	$disc,"when the women went back home,",,,,,SN000664,
XV000663,Daakaka,bili na temeli man san naana bwe oko ka we me bun beleem te yem ongane tan mwe kuu mwe yas,bili	na	temeli	man	san	naana	bwe	oko	ka	we	me	bun	beleem	te	ye	-m	ongane	tan	mwe	kuu	mwe	yas,time	$comp	child	male	$3sg.poss	mother	$cont	walk	$mod	$pot	come	next.to	door	$disc	$3d	-$real	hear	ground	$real	move	$real	strong,"when the boy's mother came to the door, they felt the ground moving heavily.",,,,,SN001629,
XV000664,Daakaka,"barar téér wuoswa yam saa vyan Ambae, saa vyan sikya vilye Maalo","barar	téér	wuoswa	ya	-m	saa	vyan	Ambae,	saa	vyan	sikya	vilye	Maalo",pig	pair	some	$3pl	-$real	float	go	$name	float	go	touch	place	$name,"some of the paired pigs floated to Ambae, they reached Maalo",,,,,SN001949,
XV000665,Daakaka,"Kinyem esi ma gete te kinyem du, kinyem ongane ma sanga kyun a kinyem yung du","Kinyem	esi	ma	ge	-te	te	kinyem	du,	kinyem	ongane	ma	sanga	kyun	a	kinyem	yung	du",$1pl.ex	see	$real	be.like	-$dem.md	$disc	$1pl.ex	stay	$1pl.ex	hear	$real	bad	just	but	$1pl.ex	quiet	stay,"We see it like this, but we stay, we feel bad, but we just stay quiet.",,,,,SN001162,
XV000666,Daakaka,"sye swa mon bwe ko yene, nye nam pwe aran mo nok","sye	swa	mon	bwe	ko	yene,	nye	na	-m	pwe	ar	-an	mo	nok",something	one	also	$cont	spread	now	$1sg	$1sg	-$real	stay	place	-$3sg.poss	$real	finish,"something else happened then, I was already there",,,,,SN000983,
XV000667,Daakaka,Te mwe me yan vilye san vi nyoo entak mwede?,Te	mwe	me	yan	vilye	s-	an	vi	nyoo	en	-tak	mwede?,$disc	$real	come	on	place	$cl3-	$3sg.poss	white.man	$3pl	$dem	-$dem.prox	or,"So does it come from the place of the white men, or what?",,,,,SN001949,
XV000668,Daakaka,te gene na da an mu kuo mwi towo ten,te	gene	na	da	an	mu	kuo	mw-	i	towo	ten,$disc	make	$comp	blood	$def	$real	run	$real-	$cop	big	very,So that a huge lot of blood was running.,,,,,SN000680,
XV000669,Daakaka,"Mwi nius kekei ente na nap sengane mo nok, mo nok ate","Mw-	i	nius	kekei	en	-te	na	na	-p	senga	-ne	mo	nok,	mo	nok	ate",$real-	$cop	news	small	$dem	-$dem.md	$comp	$1sg	-$pot	give	-$trans	$real	finish	$real	finish	bite,"It's a small piece of news which I wanted to tell and it's finished, it ends here.",,,,,SN001113,
XV000670,Daakaka,or we yuop te ka we gyes tetes we nok te ka we wet kuoli me teenem,or	we	yuop	te	ka	we	gyes	tetes	we	nok	te	ka	we	wet	kuoli	me	teenem,bush	$pot	be.dawn	$disc	$mod	$pot	work	again	$pot	finish	$disc	$mod	$pot	only.then	return	come	home,"At dawn, she would work again and only then would she go back home.",,,,,SN000875 ; SN001113 ; SN001719,
XV000671,Daakaka,nyoo na yam du teenem yam ongane te,nyoo	na	ya	-m	du	teenem	ya	-m	ongane	te,$3pl	$comp	$3pl	-$real	stay	home	$3pl	-$real	hear	$disc,"Those who were at the village, they heard her and,",,,,,SN000367,
XV000672,Daakaka,mwe vyan te pwe kyepyakilye san bivian syanan,mwe	vyan	te	pwe	kye	-pyakilye	san	bivian	syan	-an,$real	go	$disc	$cont	call	-$res.search	$3sg.poss	friend	other	-$3sg.poss,he went and he was calling for his friend.,,,,,SN000138,
XV000673,Daakaka,te mwe gene na temyar yuon mwe pyane ngok,te	mwe	gene	na	temyar	yu	-on	mwe	pyane	ngok,$disc	$real	make	$comp	demon	feeling	-$3sg.poss	$real	roast	$2sg,it made the demon angry with you.,,,,,SN000499,
XV000674,Daakaka,saka kon wet kuoli tetes vyan aran,saka	ko	-n	wet	kuoli	tetes	vyan	ar	-an,$mod.neg	$2sg	-$neg.pot	only.then	return	again	go	place	-$3sg.poss,Do not go back to the place.,,,,,SN001719,
XV000675,Daakaka,kuli ma óte puskat swa,kuli	ma	óte	puskat	swa,dog	$real	hunt	cat	one,the dog hunted a cat,,,,,SN000846,
XV000676,Daakaka,yap myató ne sok nasara yam du yam bya dom,yap	myató	ne	s-	ok	nasara	ya	-m	du	ya	-m	bya	dom,old.man	old	$trans	$cl3-	$1sg.poss	nasara	$3pl	-$real	stay	$3pl	-$real	plant	yam,The old ones of my nasara used to plant yam.,,,,,SN000286,
XV000677,Daakaka,te yap myató ente mwe bwis pyan usye nyoo vyan bwe guwuo barvinye guguone vyan,te	yap	myató	ente	mwe	bwis	pyan	u	-sye	nyoo	vyan	bwe	guwuo	barvinye	dup2-	guone	vyan,$disc	old.man	old	this	$real	pass.under	under	stalk	-$3sg.poss	$3pl	go	$cont	pull	grass	$redup-	clean	go,"This old man passed under their stalks and pulled [out] grass, clearing the place.",,,,,SN000090,
XV000678,Daakaka,te mu tyup barar mon vyan ngabak,te	mu	tyup	barar	mon	vyan	ngabak,$disc	$real	battle	pig	also	go	still,he kills still more pigs,,,,,SN000983 ; SN001851,
XV000679,Daakaka,"Mo nok, vyan vyan, vyanten mwe dyanga mon ka ne vyan milye, mo nok pwe yan mal kyun","Mo	nok,	vyan	vyan,	vyanten	mwe	dyanga	mon	ka	ne	vyan	milye,	mo	nok	pwe	yan	mal	kyun",$real	finish	go	go	man	$real	lack	also	$mod	$neg.pot	go	on.top	$real	finish	$cont	on	seventh.rank	just,"Then, there is no one (rank) anymore to go further up, it just ends with the Mal.",,,,,SN000983,
XV000680,Daakaka,tomo bwe kukuo yan tan,tomo	bwe	dup2-	kuo	yan	tan,rat	$cont	$redup-	run	on	ground,the rat was running on the ground,,,,,SN000680,
XV000681,Daakaka,sye ente kyun sa nam ka myane ngok,sye	ente	kyun	sa	na	-m	ka	myane	ngok,something	this	just	$top	$1sg	-$real	say	with	$2sg,this is exactly what I told you.,,,,,SN000716 ; SN001546,
XV000682,Daakaka,bwilya mwe kuo vyan te vyan tavya metone tan te ka,bwilya	mwe	kuo	vyan	te	vyan	tavya	metone	tan	te	ka,rail	$real	run	go	$disc	go	get.up	from	ground	$disc	fly,The rail ran away and then took off from the ground and flew.,,,,,SN000275 ; SN000565 ; SN001629 ; SN001657,
XV000683,Daakaka,yem kuo kuo kuo vyan te tomo mwe vyan mwe tumtum ane bon,ye	-m	kuo	kuo	kuo	vyan	te	tomo	mwe	vyan	mwe	tumtum	ane	b	-on,$3pc	-$real	run	run	run	go	$disc	rat	$real	go	$real	right	$trans	hole	-$3sg.poss,"They kept running, then the rat went straight to his hole",,,,,SN000066,
XV000684,Daakaka,te mwe vyan gene tamake,te	mwe	vyan	gene	tamake,$disc	$real	go	make	mask,So he made a mask.,,,,,SN000499,
XV000685,Daakaka,bwilya mwe kuoli vyan te ka: ka nap gene sewe?,bwilya	mwe	kuoli	vyan	te	ka:	ka	na	-p	gene	sewe?,rail	$real	return	go	$disc	say	$mod	$1sg	-$pot	make	what,The rail went back and said: What should I do?,,,,,SN000499,
XV000686,Daakaka,"sóróusian na nam sóróusili te, gili sóróusian mo nok mwe gete kyun","sóróusi	-an	na	na	-m	sóró	-usili	te,	gili	sóróusi	-an	mo	nok	mwe	ge	-te	kyun",talk	-$nm	$comp	$1sg	-$real	talk	-$res.follow	$disc	end	talk	-$nm	$real	finish	$real	like	-$dem.md	just,"The story I wanted to tell, the end of the story ends like this.",,,,,SN000716,
XV000687,Daakaka,"or mwe yuop te mwe ka, mwe kuoli me te ka","or	mwe	yuop	te	mwe	ka,	mwe	kuoli	me	te	ka",place	$real	dawn	$disc	$real	say	$real	return	come	$disc	say,"it was dawning and he said, he came back and said,",,,,,SN001170,
XV000688,Daakaka,ko to gene gyesan tuswa nu vu mursi teenem doma,ko	to	gene	gyes	-an	tuswa	nu	vu	mursi	teenem	doma,$2sg	$neg.real	make	work	-$nm	one	$neg.pot	good	a.bit	home	today,You haven't done the slightest bit of good work at home today.,,,,,SN000499 ; SN000999 ; SN001116 ; SN001763 ; SN001830,
